,drug,disease,label
0,224.0,50.0,1.0
1,183.0,587.0,1.0
2,72.0,34.0,1.0
3,130.0,202.0,1.0
4,132.0,509.0,1.0
5,226.0,301.0,1.0
6,203.0,178.0,1.0
7,79.0,569.0,1.0
8,22.0,171.0,1.0
9,218.0,113.0,1.0
10,229.0,382.0,1.0
11,136.0,213.0,1.0
12,29.0,269.0,1.0
13,129.0,79.0,1.0
14,144.0,81.0,1.0
15,186.0,380.0,1.0
16,115.0,569.0,1.0
17,164.0,233.0,1.0
18,249.0,97.0,1.0
19,209.0,63.0,1.0
20,95.0,80.0,1.0
21,109.0,44.0,1.0
22,122.0,424.0,1.0
23,82.0,396.0,1.0
24,84.0,364.0,1.0
25,257.0,429.0,1.0
26,148.0,411.0,1.0
27,248.0,70.0,1.0
28,71.0,353.0,1.0
29,183.0,155.0,1.0
30,180.0,331.0,1.0
31,263.0,305.0,1.0
32,121.0,181.0,1.0
33,165.0,114.0,1.0
34,165.0,317.0,1.0
35,96.0,504.0,1.0
36,72.0,201.0,1.0
37,129.0,111.0,1.0
38,209.0,66.0,1.0
39,150.0,4.0,1.0
40,5.0,192.0,1.0
41,52.0,117.0,1.0
42,119.0,231.0,1.0
43,133.0,253.0,1.0
44,82.0,118.0,1.0
45,165.0,181.0,1.0
46,177.0,441.0,1.0
47,149.0,156.0,1.0
48,8.0,254.0,1.0
49,134.0,62.0,1.0
50,206.0,311.0,1.0
51,87.0,275.0,1.0
52,262.0,12.0,1.0
53,8.0,240.0,1.0
54,226.0,248.0,1.0
55,102.0,275.0,1.0
56,116.0,137.0,1.0
57,175.0,303.0,1.0
58,158.0,117.0,1.0
59,222.0,122.0,1.0
60,81.0,222.0,1.0
61,149.0,341.0,1.0
62,104.0,489.0,1.0
63,52.0,202.0,1.0
64,175.0,199.0,1.0
65,104.0,172.0,1.0
66,81.0,221.0,1.0
67,97.0,320.0,1.0
68,108.0,175.0,1.0
69,47.0,499.0,1.0
70,245.0,393.0,1.0
71,138.0,203.0,1.0
72,223.0,12.0,1.0
73,143.0,274.0,1.0
74,250.0,42.0,1.0
75,145.0,239.0,1.0
76,146.0,269.0,1.0
77,117.0,388.0,1.0
78,86.0,47.0,1.0
79,150.0,245.0,1.0
80,205.0,356.0,1.0
81,52.0,496.0,1.0
82,87.0,111.0,1.0
83,89.0,200.0,1.0
84,121.0,103.0,1.0
85,156.0,536.0,1.0
86,129.0,31.0,1.0
87,180.0,1.0,1.0
88,96.0,150.0,1.0
89,155.0,50.0,1.0
90,157.0,410.0,1.0
91,226.0,589.0,1.0
92,178.0,222.0,1.0
93,82.0,518.0,1.0
94,89.0,426.0,1.0
95,159.0,282.0,1.0
96,248.0,521.0,1.0
97,171.0,106.0,1.0
98,145.0,118.0,1.0
99,53.0,117.0,1.0
100,144.0,282.0,1.0
101,1.0,84.0,1.0
102,105.0,92.0,1.0
103,133.0,173.0,1.0
104,135.0,7.0,1.0
105,2.0,106.0,1.0
106,112.0,22.0,1.0
107,132.0,310.0,1.0
108,157.0,94.0,1.0
109,178.0,189.0,1.0
110,56.0,407.0,1.0
111,128.0,79.0,1.0
112,82.0,436.0,1.0
113,200.0,122.0,1.0
114,51.0,112.0,1.0
115,35.0,120.0,1.0
116,254.0,388.0,1.0
117,79.0,408.0,1.0
118,144.0,212.0,1.0
119,64.0,343.0,1.0
120,32.0,118.0,1.0
121,126.0,38.0,1.0
122,118.0,214.0,1.0
123,178.0,10.0,1.0
124,232.0,297.0,1.0
125,214.0,325.0,1.0
126,223.0,156.0,1.0
127,93.0,280.0,1.0
128,221.0,3.0,1.0
129,4.0,35.0,1.0
130,178.0,346.0,1.0
131,261.0,47.0,1.0
132,84.0,595.0,1.0
133,165.0,586.0,1.0
134,16.0,366.0,1.0
135,139.0,368.0,1.0
136,83.0,374.0,1.0
137,81.0,372.0,1.0
138,128.0,491.0,1.0
139,158.0,456.0,1.0
140,32.0,133.0,1.0
141,170.0,426.0,1.0
142,212.0,185.0,1.0
143,178.0,210.0,1.0
144,136.0,501.0,1.0
145,179.0,504.0,1.0
146,71.0,470.0,1.0
147,102.0,364.0,1.0
148,158.0,107.0,1.0
149,224.0,9.0,1.0
150,79.0,393.0,1.0
151,40.0,242.0,1.0
152,183.0,275.0,1.0
153,207.0,86.0,1.0
154,74.0,348.0,1.0
155,54.0,35.0,1.0
156,5.0,97.0,1.0
157,205.0,327.0,1.0
158,77.0,86.0,1.0
159,149.0,68.0,1.0
160,266.0,231.0,1.0
161,156.0,351.0,1.0
162,148.0,352.0,1.0
163,156.0,569.0,1.0
164,197.0,147.0,1.0
165,182.0,74.0,1.0
166,82.0,381.0,1.0
167,221.0,10.0,1.0
168,83.0,424.0,1.0
169,218.0,155.0,1.0
170,209.0,83.0,1.0
171,102.0,388.0,1.0
172,174.0,193.0,1.0
173,58.0,153.0,1.0
174,44.0,438.0,1.0
175,259.0,219.0,1.0
176,129.0,112.0,1.0
177,230.0,190.0,1.0
178,218.0,180.0,1.0
179,9.0,37.0,1.0
180,145.0,115.0,1.0
181,48.0,484.0,1.0
182,58.0,306.0,1.0
183,88.0,151.0,1.0
184,149.0,118.0,1.0
185,49.0,223.0,1.0
186,147.0,364.0,1.0
187,233.0,585.0,1.0
188,244.0,388.0,1.0
189,126.0,47.0,1.0
190,64.0,558.0,1.0
191,74.0,245.0,1.0
192,71.0,186.0,1.0
193,250.0,241.0,1.0
194,218.0,590.0,1.0
